ID,Problem Name,Likes,Dislikes,"Like
Ratio",Topics,Difficulty,Accepted,Submissions,"Accept
Rate"
1774,Closest Dessert Cost,729,93,88.70%,"Array, Dynamic Programming, Backtracking",Medium,36345,75713,48.00%
2273,Find Resultant Array After Removing Anagrams,729,199,78.60%,"Array, Hash Table, String, Sorting",Easy,82109,137019,59.90%
2341,Maximum Number of Pairs in Array,729,18,97.60%,"Array, Hash Table, Counting",Easy,85383,112851,75.70%
891,Sum of Subsequence Widths,728,172,80.90%,"Array, Math, Sorting",Hard,24893,63172,39.40%
2211,Count Collisions on a Road,728,243,75.00%,"String, Stack, Simulation",Medium,35976,80563,44.70%
2699,Modify Graph Edge Weights,728,152,82.70%,"Graph, Heap (Priority Queue), Shortest Path",Hard,66673,119320,55.90%
2261,K Divisible Elements Subarrays,726,162,81.80%,"Array, Hash Table, Trie, Rolling Hash, Hash Function, Enumeration",Medium,46462,85470,54.40%
1062,Longest Repeating Substring,724,75,90.60%,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function",Medium,55875,88352,63.20%
2623,Memoize,723,115,86.30%,,Medium,164149,255011,64.40%
2626,Array Reduce Transformation,723,47,93.90%,,Easy,258037,302095,85.40%
2454,Next Greater Element IV,722,12,98.40%,"Array, Binary Search, Stack, Sorting, Heap (Priority Queue), Monotonic Stack",Hard,16016,39369,40.70%
2545,Sort the Students by Their Kth Score,721,52,93.30%,"Array, Sorting, Matrix",Medium,81562,95015,85.80%
2718,Sum of Matrix After Queries,721,26,96.50%,"Array, Hash Table",Medium,23662,75334,31.40%
484,Find Permutation,720,151,82.70%,"Array, String, Stack, Greedy",Medium,42346,63258,66.90%
1471,The k Strongest Values in an Array,719,164,81.40%,"Array, Two Pointers, Sorting",Medium,44725,71956,62.20%
2135,Count Words Obtained After Adding a Letter,718,167,81.10%,"Array, Hash Table, String, Bit Manipulation, Sorting",Medium,39548,90558,43.70%
1158,Market Analysis I,717,70,91.10%,Database,Medium,145425,254636,57.10%
1449,Form Largest Integer With Digits That Add up to Target,716,19,97.40%,"Array, Dynamic Programming",Hard,21844,44598,49.00%
2080,Range Frequency Queries,716,28,96.20%,"Array, Hash Table, Binary Search, Design, Segment Tree",Medium,28810,71210,40.50%
2111,Minimum Operations to Make the Array K-Increasing,716,15,97.90%,"Array, Binary Search",Hard,15054,37947,39.70%
2177,Find Three Consecutive Integers That Sum to a Given Number,716,233,75.40%,"Math, Simulation",Medium,60204,92765,64.90%
2981,Find Longest Special Substring That Occurs Thrice I,716,72,90.90%,"Hash Table, String, Binary Search, Sliding Window, Counting",Medium,128786,208051,61.90%
1240,Tiling a Rectangle with the Fewest Squares,714,579,55.20%,Backtracking,Hard,26339,48347,54.50%
1730,Shortest Path to Get Food,714,41,94.60%,"Array, Breadth-First Search, Matrix",Medium,80195,141022,56.90%
2269,Find the K-Beauty of a Number,712,46,93.90%,"Math, String, Sliding Window",Easy,80740,129837,62.20%
320,Generalized Abbreviation,710,232,75.40%,"String, Backtracking, Bit Manipulation",Medium,74787,124260,60.20%
2358,Maximum Number of Groups Entering a Competition,709,120,85.50%,"Array, Math, Binary Search, Greedy",Medium,43053,63041,68.30%
1407,Top Travellers,708,77,90.20%,Database,Easy,181236,317625,57.10%
2653,Sliding Subarray Beauty,707,139,83.60%,"Array, Hash Table, Sliding Window",Medium,29059,83394,34.80%
1879,Minimum XOR Sum of Two Arrays,706,13,98.20%,"Array, Dynamic Programming, Bit Manipulation, Bitmask",Hard,18405,37115,49.60%
2442,Count Number of Distinct Integers After Reverse Operations,706,58,92.40%,"Array, Hash Table, Math, Counting",Medium,89409,110846,80.70%
1206,Design Skiplist,705,106,86.90%,"Linked List, Design",Hard,30585,52100,58.70%
2830,Maximize the Profit as the Salesman,705,22,97.00%,"Array, Hash Table, Binary Search, Dynamic Programming, Sorting",Medium,25473,67977,37.50%
3223,Minimum Length of String After Operations,705,53,93.00%,"Hash Table, String, Counting",Medium,191358,255256,75.00%
281,Zigzag Iterator,704,41,94.50%,"Array, Design, Queue, Iterator",Medium,107491,162783,66.00%
2469,Convert the Temperature,704,367,65.70%,Math,Easy,265860,294726,90.20%
928,Minimize Malware Spread II,703,91,88.50%,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Graph",Hard,28061,62266,45.10%
2065,Maximum Path Quality of a Graph,700,52,93.10%,"Array, Backtracking, Graph",Hard,28080,46682,60.20%
1036,Escape a Large Maze,699,171,80.30%,"Array, Hash Table, Depth-First Search, Breadth-First Search",Hard,26444,73992,35.70%
774,Minimize Max Distance to Gas Station,698,102,87.30%,"Array, Binary Search",Hard,33859,63826,53.00%
3217,Delete Nodes From Linked List Present in Array,698,35,95.20%,"Array, Hash Table, Linked List",Medium,201569,298967,67.40%
360,Sort Transformed Array,697,217,76.30%,"Array, Math, Two Pointers, Sorting",Medium,72818,127083,57.30%
2167,Minimum Time to Remove All Cars Containing Illegal Goods,697,16,97.80%,"String, Dynamic Programming",Hard,14494,34930,41.50%
2872,Maximum Number of K-Divisible Components,697,28,96.10%,"Tree, Depth-First Search",Hard,83766,120374,69.60%
3011,Find if Array Can Be Sorted,697,62,91.80%,"Array, Bit Manipulation, Sorting",Medium,147122,221234,66.50%
170,Two Sum III - Data structure design,695,458,60.30%,"Array, Hash Table, Two Pointers, Design, Data Stream",Easy,173195,446775,38.80%
1147,Longest Chunked Palindrome Decomposition,695,35,95.20%,"Two Pointers, String, Dynamic Programming, Greedy, Rolling Hash, Hash Function",Hard,29350,49813,58.90%
1729,Find Followers Count,692,40,94.50%,Database,Easy,394934,568811,69.40%
1995,Count Special Quadruplets,692,242,74.10%,"Array, Hash Table, Enumeration",Easy,56816,89139,63.70%
2148,Count Elements With Strictly Smaller and Greater Elements ,692,44,94.00%,"Array, Sorting, Counting",Easy,72585,122275,59.40%
1644,Lowest Common Ancestor of a Binary Tree II,690,42,94.30%,"Tree, Depth-First Search, Binary Tree",Medium,114845,166349,69.00%
2500,Delete Greatest Value in Each Row,688,52,93.00%,"Array, Sorting, Heap (Priority Queue), Matrix, Simulation",Easy,84115,105997,79.40%
2180,Count Integers With Even Digit Sum,687,38,94.80%,"Math, Simulation",Easy,85428,123462,69.20%
955,Delete Columns to Make Sorted II,686,95,87.80%,"Array, String, Greedy",Medium,23289,64923,35.90%
1563,Stone Game V,685,90,88.40%,"Array, Math, Dynamic Programming, Game Theory",Hard,24532,59229,41.40%
2150,Find All Lonely Numbers in the Array,685,67,91.10%,"Array, Hash Table, Counting",Medium,63208,101866,62.10%
1953,Maximum Number of Weeks for Which You Can Work,684,156,81.40%,"Array, Greedy",Medium,28740,68851,41.70%
1733,Minimum Number of People to Teach,683,546,55.60%,"Array, Hash Table, Greedy",Medium,92829,136589,68.00%
868,Binary Gap,682,672,50.40%,Bit Manipulation,Easy,100500,154485,65.10%
2621,Sleep,681,58,92.20%,,Easy,219493,250832,87.50%
1649,Create Sorted Array through Instructions,680,81,89.40%,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",Hard,30162,74403,40.50%
2438,Range Product Queries of Powers,680,147,82.20%,"Array, Bit Manipulation, Prefix Sum",Medium,114823,187252,61.30%
1566,Detect Pattern of Length M Repeated K or More Times,679,146,82.30%,"Array, Enumeration",Easy,42721,98034,43.60%
3203,Find Minimum Diameter After Merging Two Trees,679,39,94.60%,"Tree, Depth-First Search, Breadth-First Search, Graph",Hard,76518,133739,57.20%
1591,Strange Printer II,678,22,96.90%,"Array, Graph, Topological Sort, Matrix",Hard,14860,24653,60.30%
2662,Minimum Cost of a Path With Special Roads,676,92,88.00%,"Array, Graph, Heap (Priority Queue), Shortest Path",Medium,17762,42979,41.30%
3075,Maximize Happiness of Selected Children,675,92,88.00%,"Array, Greedy, Sorting",Medium,181689,331163,54.90%
2231,Largest Number After Digit Swaps by Parity,674,309,68.60%,"Sorting, Heap (Priority Queue)",Easy,60391,93982,64.30%
2873,Maximum Value of an Ordered Triplet I,674,38,94.70%,Array,Easy,201069,345618,58.20%
2042,Check if Numbers Are Ascending in a Sentence,673,22,96.80%,String,Easy,78873,109196,72.20%
2295,Replace Elements in an Array,673,38,94.70%,"Array, Hash Table, Simulation",Medium,44206,74756,59.10%
1131,Maximum of Absolute Value Expression,672,416,61.80%,"Array, Math",Medium,28867,59620,48.40%
2012,Sum of Beauty in the Array,672,74,90.10%,Array,Medium,30300,60021,50.50%
2165,Smallest Value of the Rearranged Number,672,26,96.30%,"Math, Sorting",Medium,44836,84554,53.00%
2914,Minimum Number of Changes to Make Binary String Beautiful,672,116,85.30%,String,Medium,161800,211725,76.40%
1562,Find Latest Group of Size M,669,144,82.30%,"Array, Hash Table, Binary Search, Simulation",Medium,20921,48289,43.30%
2420,Find All Good Indices,668,39,94.50%,"Array, Dynamic Programming, Prefix Sum",Medium,29917,74387,40.20%
1070,Product Sales Analysis III,667,1093,37.90%,Database,Medium,357340,794695,45.00%
2315,Count Asterisks,667,114,85.40%,String,Easy,90082,108592,83.00%
2059,Minimum Operations to Convert Number,665,34,95.10%,"Array, Breadth-First Search",Medium,20374,39993,50.90%
2208,Minimum Operations to Halve Array Sum,664,30,95.70%,"Array, Greedy, Heap (Priority Queue)",Medium,47915,97196,49.30%
3085,Minimum Deletions to Make String K-Special,664,52,92.70%,"Hash Table, String, Greedy, Sorting, Counting",Medium,107786,160532,67.10%
699,Falling Squares,663,76,89.70%,"Array, Segment Tree, Ordered Set",Hard,33049,70880,46.60%
3362,Zero Array Transformation III,663,122,84.50%,"Array, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",Medium,74484,135228,55.10%
1893,Check if All the Integers in a Range Are Covered,662,125,84.10%,"Array, Hash Table, Prefix Sum",Easy,60489,119565,50.60%
2333,Minimum Sum of Squared Difference,662,49,93.10%,"Array, Binary Search, Greedy, Sorting, Heap (Priority Queue)",Medium,17294,66172,26.10%
2350,Shortest Impossible Sequence of Rolls,662,50,93.00%,"Array, Hash Table, Greedy",Hard,18096,26216,69.00%
3174,Clear Digits,662,26,96.20%,"String, Stack, Simulation",Easy,259730,314536,82.60%
1476,Subrectangle Queries,659,1461,31.10%,"Array, Design, Matrix",Medium,122833,142714,86.10%
2283,Check if Number Has Equal Digit Count and Digit Value,658,94,87.50%,"Hash Table, String, Counting",Easy,77306,106345,72.70%
2611,Mice and Cheese,658,68,90.60%,"Array, Greedy, Sorting, Heap (Priority Queue)",Medium,34648,72763,47.60%
1195,Fizz Buzz Multithreaded,657,431,60.40%,Concurrency,Medium,66922,89986,74.40%
1606,Find Servers That Handled Most Number of Requests,656,29,95.80%,"Array, Greedy, Heap (Priority Queue), Ordered Set",Hard,24771,55485,44.60%
1087,Brace Expansion,655,57,92.00%,"String, Backtracking, Breadth-First Search",Medium,60638,90870,66.70%
603,Consecutive Available Seats,654,80,89.10%,Database,Easy,98935,151657,65.20%
1805,Number of Different Integers in a String,654,106,86.10%,"Hash Table, String",Easy,59761,151322,39.50%
1157,Online Majority Element In Subarray,653,64,91.10%,"Array, Binary Search, Design, Binary Indexed Tree, Segment Tree",Hard,19814,50079,39.60%
1968,Array With Elements Not Equal to Average of Neighbors,652,56,92.10%,"Array, Greedy, Sorting",Medium,46567,92612,50.30%
2217,Find Palindrome With Fixed Length,652,295,68.80%,"Array, Math",Medium,26227,69857,37.50%
2356,Number of Unique Subjects Taught by Each Teacher,652,51,92.70%,Database,Easy,423642,474129,89.40%
2673,Make Costs of Paths Equal in a Binary Tree,652,14,97.90%,"Array, Dynamic Programming, Greedy, Tree, Binary Tree",Medium,22191,38601,57.50%
1437,Check If All 1's Are at Least Length K Places Away,651,228,74.10%,Array,Easy,90211,155154,58.10%
2384,Largest Palindromic Number,651,237,73.30%,"Hash Table, String, Greedy, Counting",Medium,50012,136410,36.70%
1227,Airplane Seat Assignment Probability,650,985,39.80%,"Math, Dynamic Programming, Brainteaser, Probability and Statistics",Medium,52217,78095,66.90%
2076,Process Restricted Friend Requests,650,16,97.60%,"Union Find, Graph",Hard,21279,36963,57.60%
2144,Minimum Cost of Buying Candies With Discount,649,24,96.40%,"Array, Greedy, Sorting",Easy,70411,112921,62.40%
2942,Find Words Containing Character,649,51,92.70%,"Array, String",Easy,346673,383009,90.50%
806,Number of Lines To Write String,648,1352,32.40%,"Array, String",Easy,103085,144697,71.20%
1163,Last Substring in Lexicographical Order,648,457,58.60%,"Two Pointers, String",Hard,40485,116817,34.70%
3254,Find the Power of K-Size Subarrays I,648,54,92.30%,"Array, Sliding Window",Medium,147979,237270,62.40%
2427,Number of Common Factors,647,11,98.30%,"Math, Enumeration, Number Theory",Easy,134909,169524,79.60%
3191,Minimum Operations to Make Binary Array Elements Equal to One I,644,33,95.10%,"Array, Bit Manipulation, Queue, Sliding Window, Prefix Sum",Medium,201375,250233,80.50%
1907,Count Salary Categories,643,107,85.70%,Database,Medium,242943,384177,63.20%
1558,Minimum Numbers of Function Calls to Make Target Array,642,38,94.40%,"Array, Greedy, Bit Manipulation",Medium,24729,39410,62.70%
1742,Maximum Number of Balls in a Box,642,167,79.40%,"Hash Table, Math, Counting",Easy,78935,106043,74.40%
2169,Count Operations to Obtain Zero,642,26,96.10%,"Math, Simulation",Easy,98493,131083,75.10%
2843,  Count Symmetric Integers,639,64,90.90%,"Math, Enumeration",Easy,188556,226987,83.10%
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,639,31,95.40%,Array,Easy,211764,325915,65.00%
753,Cracking the Safe,638,124,83.70%,"Depth-First Search, Graph, Eulerian Circuit",Hard,67464,116136,58.10%
1001,Grid Illumination,638,159,80.10%,"Array, Hash Table",Hard,25371,65978,38.50%
1522,Diameter of N-Ary Tree,638,9,98.60%,"Tree, Depth-First Search",Medium,59149,78522,75.30%
2194,Cells in a Range on an Excel Sheet,638,100,86.40%,String,Easy,82234,97872,84.00%
1517,Find Users With Valid E-Mails,637,288,68.90%,Database,Easy,240726,603860,39.90%
2202,Maximize the Topmost Element After K Moves,637,332,65.70%,"Array, Greedy",Medium,35358,149520,23.60%
644,Maximum Average Subarray II,635,73,89.70%,"Array, Binary Search, Prefix Sum",Hard,22400,59642,37.60%
2317,Maximum XOR After Operations ,634,169,79.00%,"Array, Math, Bit Manipulation",Medium,29888,37561,79.60%
2771,Longest Non-decreasing Subarray From Two Arrays,634,23,96.50%,"Array, Dynamic Programming",Medium,32549,107428,30.30%
471,Encode String with Shortest Length,630,55,92.00%,"String, Dynamic Programming",Hard,31747,62866,50.50%
750,Number Of Corner Rectangles,630,92,87.30%,"Array, Math, Dynamic Programming, Matrix",Medium,39954,58897,67.80%
1932,Merge BSTs to Create Single BST,630,46,93.20%,"Hash Table, Binary Search, Tree, Depth-First Search, Binary Tree",Hard,13444,36717,36.60%
3202,Find the Maximum Length of Valid Subsequence II,630,52,92.40%,"Array, Dynamic Programming",Medium,98755,172356,57.30%
2556,Disconnect Path in a Binary Matrix by at Most One Flip,628,32,95.20%,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Matrix",Medium,17524,63873,27.40%
294,Flip Game II,627,67,90.30%,"Math, Dynamic Programming, Backtracking, Memoization, Game Theory",Medium,74511,142739,52.20%
1403,Minimum Subsequence in Non-Increasing Order,627,508,55.20%,"Array, Greedy, Sorting",Easy,86114,117616,73.20%
1891,Cutting Ribbons,627,69,90.10%,"Array, Binary Search",Medium,85851,162391,52.90%
2520,Count the Digits That Divide a Number,627,40,94.00%,Math,Easy,135142,157451,85.80%
1166,Design File System,626,76,89.20%,"Hash Table, String, Design, Trie",Medium,82459,127146,64.90%
1935,Maximum Number of Words You Can Type,626,31,95.30%,"Hash Table, String",Easy,74421,99334,74.90%
2320,Count Number of Ways to Place Houses,626,201,75.70%,Dynamic Programming,Medium,33255,77085,43.10%
3201,Find the Maximum Length of Valid Subsequence I,626,54,92.10%,"Array, Dynamic Programming",Medium,138060,251975,54.80%
246,Strobogrammatic Number,624,1043,37.40%,"Hash Table, Two Pointers, String",Easy,201572,423549,47.60%
960,Delete Columns to Make Sorted III,624,14,97.80%,"Array, String, Dynamic Programming",Hard,17604,29764,59.10%
2296,Design a Text Editor,624,228,73.20%,"Linked List, String, Stack, Design, Simulation, Doubly-Linked List",Hard,35421,73449,48.20%
760,Find Anagram Mappings,623,233,72.80%,"Array, Hash Table",Easy,109496,130443,83.90%
883,Projection Area of 3D Shapes,623,1442,30.20%,"Array, Math, Geometry, Matrix",Easy,67929,91119,74.50%
1363,Largest Multiple of Three,623,91,87.30%,"Array, Math, Dynamic Programming, Greedy, Sorting",Hard,24760,75250,32.90%
3243,Shortest Distance After Road Addition Queries I,623,29,95.60%,"Array, Breadth-First Search, Graph",Medium,113598,183679,61.80%
3066,Minimum Operations to Exceed Threshold Value II,622,70,89.90%,"Array, Heap (Priority Queue), Simulation",Medium,187309,409271,45.80%
3439,Reschedule Meetings for Maximum Free Time I,622,52,92.30%,"Array, Greedy, Sliding Window",Medium,105016,194994,53.90%
1835,Find XOR Sum of All Pairs Bitwise AND,621,51,92.40%,"Array, Math, Bit Manipulation",Hard,24537,39579,62.00%
1725,Number Of Rectangles That Can Form The Largest Square,620,74,89.30%,Array,Easy,82794,104622,79.10%
2488,Count Subarrays With Median K,619,16,97.50%,"Array, Hash Table, Prefix Sum",Hard,16980,36520,46.50%
3163,String Compression III,619,53,92.10%,String,Medium,195860,292715,66.90%
1982,Find Array Given Subset Sums,618,43,93.50%,"Array, Divide and Conquer",Hard,7125,14536,49.00%
2713,Maximum Strictly Increasing Cells in a Matrix,617,21,96.70%,"Array, Hash Table, Binary Search, Dynamic Programming, Memoization, Sorting, Matrix, Ordered Set",Hard,15720,50948,30.90%
1213,Intersection of Three Sorted Arrays,616,26,96.00%,"Array, Hash Table, Binary Search, Counting",Easy,101000,126167,80.10%
1864,Minimum Number of Swaps to Make the Binary String Alternating,616,37,94.30%,"String, Greedy",Medium,33687,77180,43.60%
2894,Divisible and Non-divisible Sums Difference,616,34,94.80%,Math,Easy,282879,310076,91.20%
